cui,type,name
C0008630,mbrt,Chromosome Mapping
C0017387,mbrt,Genetic Engineering
C0022526,mbrt,Karyotype determination procedure
C0026878,mbrt,Mutagenicity Tests
C0032520,mbrt,Polymerase Chain Reaction
C0040669,mbrt,Transfection
C0078945,mbrt,Anchored PCR
C0079247,mbrt,DNA Fingerprinting
C0079869,mbrt,Oligonucleotide-Directed Mutagenesis
C0080143,mbrt,Sequence Alignment
C0162788,mbrt,In Situ Hybridization
C0162789,mbrt,Fluorescent in Situ Hybridization
C0178648,mbrt,Gene Fusion
C0178659,mbrt,genetic manipulation
C0200928,mbrt,Ribotyping
C0221902,mbrt,DNA hybridization
C0242574,mbrt,Nested Polymerase Chain Reaction
C0242613,mbrt,Gene Targeting
C0282579,mbrt,DNA Footprinting
C0376638,mbrt,Biolistics
C0487717,mbrt,Viral Sequencing
C0525015,mbrt,"Nuclear Magnetic Resonance, Heteronuclear"
C0525017,mbrt,"NMR, Multinuclear"
C0597416,mbrt,RNase protection assay
C0597707,mbrt,representational difference analysis
C0597731,mbrt,Surface Plasmon Resonance
C0598991,mbrt,gene synthesis
C0599161,mbrt,Reverse Transcriptase Polymerase Chain Reaction
C0599442,mbrt,solution hybridization
C0599647,mbrt,Yeast One/Two-Hybrid System
C0599748,mbrt,Tandem Mass Spectrometry
C0599772,mbrt,Gene Knockout Techniques
C0599958,mbrt,expression cloning
C0600368,mbrt,Genetic Fingerprinting
C0600507,mbrt,Heteroduplex Analysis
C0600528,mbrt,In Situ Nick-End Labeling
C0600587,mbrt,Primed In Situ Labeling
C0678931,mbrt,genetic correlation analysis
C0683224,mbrt,QTL mapping
C0751980,mbrt,Comet Assay
C0752095,mbrt,Cytogenetic Analysis
C0752172,mbrt,Two-Hybrid System Techniques
C0796358,mbrt,comparative genomic analysis
C0814038,mbrt,genetic technology
C0814042,mbrt,transgenic technology
C0872130,mbrt,Cell Engineering
C0872262,mbrt,RNA Analysis
C0887812,mbrt,Branched DNA Signal Amplification Assay
C0887813,mbrt,Nucleic Acid Amplification Techniques
C0887814,mbrt,DNA Amplification Techniques
C0887815,mbrt,RNA Amplification Techniques
C0887816,mbrt,Self-Sustained Sequence Replication
C0887951,mbrt,Nuclease Protection Assays
C0920648,mbrt,RNA amplification
C0920677,mbrt,Gene Delivery Systems
C0949688,mbrt,Molecular Diagnostic Techniques
C0949728,mbrt,Protein Interaction Mapping
C0969664,mbrt,NASBA
C1113686,mbrt,directed evolution
C1135935,mbrt,Spectral Karyotyping
C1136345,mbrt,Protein Microarray Analysis
C1328887,mbrt,genome sequencing
C1511040,mbrt,Baculovirus Expression System
C1511759,mbrt,Deletion Mutagenesis
C1512007,mbrt,DNase-I Footprinting
C1512489,mbrt,Homology Modeling
C1513282,mbrt,Microtechnique
C1513380,mbrt,Molecular Analysis
C1513384,mbrt,Molecular Genetic Technique
C1513400,mbrt,Molecular Profiling
C1514433,mbrt,Primer Extension
C1514534,mbrt,Protein Analysis
C1514628,mbrt,Quantitative Reverse Transcriptase PCR
C1515232,mbrt,TdT-Mediated dUTP Nick End Labeling Assay
C1515564,mbrt,cDNA Library Construction
C1515565,mbrt,cDNA Subtraction
C1516029,mbrt,Antisense Technology
C1516329,mbrt,Cell Culture System
C1516514,mbrt,Chromogenic in situ Hybridization
C1516711,mbrt,Combinatorial Synthesis
C1517480,mbrt,Gene Amplification Technique
C1517519,mbrt,Genome Scan
C1517723,mbrt,Large-Scale Sequencing
C1519159,mbrt,SSCP Analysis
C1519305,mbrt,Shotgun Sequencing
C1520146,mbrt,Whole Genome Amplification
C1522053,mbrt,DNA Microarray format
C1706688,mbrt,Absorbance at 260nm
C1706689,mbrt,Absorbance at 280nm
C1709846,mbrt,Real-Time Polymerase Chain Reaction
C1880109,mbrt,Clonality Analysis
C1880945,mbrt,Gene Expression Analysis
C1881824,mbrt,Microsatellite Instability Analysis
C1882416,mbrt,Polymorphic Microsatellite Marker Analysis
C1956060,mbrt,Molecular Imprinting
C1961118,mbrt,Yeast Two-Hybrid System Techniques
C2350277,mbrt,Genome-Wide Association Study
C2717878,mbrt,Genetic Association Studies
C2717881,mbrt,Candidate Gene Identification
C2826170,mbrt,Immortalization
C2827986,mbrt,Mycobacterial Interspersed Repetitive Unit Typing
C2931151,mbrt,Array-Based Comparative Genomic Hybridization
C2936605,mbrt,Protein Annotation
C2936606,mbrt,Gene Annotation
C2936621,mbrt,High-Throughput Nucleotide Sequencing
C2936622,mbrt,Massively-Parallel Sequencing
C2936623,mbrt,High-Throughput RNA Sequencing
C2936624,mbrt,Deep Sequencing
C2936625,mbrt,High-Throughput DNA Sequencing
C3179022,mbrt,Metabolic Engineering
C3179032,mbrt,Multiplex Polymerase Chain Reaction
C3179033,mbrt,Triplex Polymerase Chain Reaction
C3179034,mbrt,Quantitative Real-Time Polymerase Chain Reaction
C3179035,mbrt,Kinetic Polymerase Chain Reaction
C3494189,mbrt,Multiplex Ligation-Dependent Probe Amplification
C3494191,mbrt,Phage Display Techniques
C3494273,mbrt,Molecular Docking Simulation
C3494301,mbrt,Optogenetics
C3640076,mbrt,Whole Genome Sequencing
C3640077,mbrt,Whole Exome Sequencing
C3831111,mbrt,Chromatin Immunoprecipitation Sequencing
C3831112,mbrt,ChIP-Chip
C3831347,mbrt,Bisulfite Sequencing
C3839010,mbrt,Ribonucleic acid extraction technique
C3839098,mbrt,Deoxyribonucleic acid extraction technique
C3839804,mbrt,Nucleic acid hybridization probe
C3850000,mbrt,Subtractive Hybridization Techniques
C3853647,mbrt,In Situ Hybridization Staining Method
C3897264,mbrt,Two Color Microarray
C3897601,mbrt,Single Nucleotide Polymorphism Array
C3898218,mbrt,Multiplex Amplifiable Probe Hybridization
C3899368,mbrt,Direct Sequencing
C3899376,mbrt,Digital Array
C3899488,mbrt,High-Throughput Sequencing of RNA Isolated by Crosslinking Immunoprecipitation
C4086240,mbrt,Differential Methylation
C4086963,mbrt,Whole Transcriptome Sequencing
C4277689,mbrt,Gene Modification
C4279981,mbrt,Genome Editing
C4288871,mbrt,Ion Torrent Sequencing
C4319106,mbrt,Sequence-based Typing
C4329794,mbrt,Epigenetic Profile
C4330677,mbrt,MicroRNA Expression Profile
C4331292,mbrt,Single Nucleotide Polymorphism Profile
C4331802,mbrt,mRNA Sequencing
C4511830,mbrt,Signal amplification technique
C4687468,mbrt,454 Sequencing
C4687473,mbrt,Capillary Sequencing
C4687476,mbrt,Illumina Sequencing
C4687477,mbrt,Oxford Nanopore Sequencing
C4725720,mbrt,Paired-End Sequencing
C4744539,mbrt,ATAC-Seq
C4744540,mbrt,MicroRNA Sequencing
C4764111,mbrt,Multiplex Real-time Polymerase Chain Reaction Assay
C5197803,mbrt,ChIP-PET
C5197920,mbrt,Nanopore Sequencing
