cui,type,name
C0010298,gora,Credentialing
C0018717,gora,Medicare
C0023637,gora,Licensure
C0025071,gora,Medicaid
C0032370,gora,Policy Making
C0033180,gora,Privatization
C0034033,gora,Public Policy
C0037435,gora,Social Security Program
C0162458,gora,Advisory Committees
C0162469,gora,Law Enforcement
C0242359,gora,Treaties
C0242457,gora,Social Protection
C0242803,gora,Mandatory Testing
C0425014,gora,Unemployment benefits
C0680651,gora,appeal
C0680691,gora,search warrant
C0680701,gora,interrogation
C0680706,gora,testimony
C0680799,gora,appropriation
C0680801,gora,repeal
C0683733,gora,foreign policy
C0851285,gora,Regulation
C0870735,gora,International Relations
C1456613,gora,Health systems
C1517328,gora,Funding Mechanism
C1519336,gora,Site Visit
C1709695,gora,Procurement
C2371776,gora,Transportation systems
C2981655,gora,Regulatory Authority
C3825620,gora,Subsidies
