cui,type,name
C0004793,nusq,Base Sequence
C0009221,nusq,Codon (nucleotide sequence)
C0009802,nusq,Conserved Sequence
C0012591,nusq,Direct Repeat
C0012872,nusq,"Markers, DNA"
C0079160,nusq,Consensus Sequence
C0080089,nusq,Reading Frames (Nucleotide Sequence)
C0086908,nusq,Repetitive Region
C0162326,nusq,DNA Sequence
C0162327,nusq,RNA Sequence
C0242610,nusq,"Codon, Initiator"
C0242611,nusq,"Codon, Terminator"
C0242612,nusq,"Codon, Nonsense"
C0242961,nusq,Replication Origin
C0314642,nusq,Regulatory sequence
C0598509,nusq,hormone response element
C0599780,nusq,cis acting element
C0600204,nusq,DNA Insertion Elements
C0600415,nusq,"DNA Sequence, Unstable"
C0600441,nusq,SL1 Sequence
C0600442,nusq,SL2 Sequence
C0600446,nusq,Trans-Spliced Leader Sequences
C0600477,nusq,Short Interspersed Nucleotide Elements
C0600600,nusq,3' Untranslated Regions
C0677504,nusq,Chromosome Fragile Sites
C0752046,nusq,Single Nucleotide Polymorphism
C0796347,nusq,5q
C0796348,nusq,Chromosome 8 Short Arm
C0796349,nusq,Chromosome 17 Short Arm
C0796350,nusq,18q
C0796363,nusq,Chromosome 7q31
C0796366,nusq,11q
C0796477,nusq,Chromosome 3 Short Arm
C0887916,nusq,RNA Splice Sites
C0887917,nusq,Splice Donor Site
C0887918,nusq,Splice Acceptor Site
C0887946,nusq,Sense Codon
C1135882,nusq,Integrons
C1213645,nusq,Betasatellite
C1258072,nusq,"DNA, Cruciform"
C1327813,nusq,chromosome 14q
C1481733,nusq,other sequences
C1511518,nusq,Copy Number Polymorphism
C1512050,nusq,Downstream Enhancer
C1512575,nusq,Hypoxia-Responsive Elements
C1512886,nusq,Internal Ribosome Entry Sites
C1515445,nusq,8q
C1515514,nusq,9q22
C1515529,nusq,9q34
C1515984,nusq,Androgen Response Element
C1516561,nusq,Cis-Acting Sequence
C1517336,nusq,G-Quadruplexes
C1519187,nusq,Scaffold-Associated Region
C1519303,nusq,Short Tandem Repeat Polymorphism
C1519622,nusq,Translocation Breakpoint
C1520168,nusq,Xp
C1520169,nusq,Xp11.2
C1520177,nusq,Xp22.2
C1520283,nusq,10q23.31
C1520381,nusq,11q13
C1520484,nusq,12q
C1520513,nusq,12q24.1
C1520537,nusq,13q
C1520621,nusq,Chromosome 15 Short Arm
C1520622,nusq,15q
C1520677,nusq,Chromosome 16 Short Arm
C1520678,nusq,16p11.2
C1520681,nusq,16p12
C1520690,nusq,16q
C1520693,nusq,16q12.2
C1520755,nusq,17q
C1520766,nusq,17q12-q21
C1520780,nusq,17q23
C1520803,nusq,18q21.3
C1520853,nusq,19q
C1520862,nusq,19q13.3
C1521041,nusq,Chromosome 20 Short Arm
C1521048,nusq,20q
C1521099,nusq,Chromosome 22 Short Arm
C1521115,nusq,22q13.2
C1521168,nusq,Chromosome 2 Short Arm
C1521231,nusq,2q36-q37
C1521289,nusq,3p22-p21.3
C1521328,nusq,3q28
C1521528,nusq,Chromosome 6 Short Arm
C1521553,nusq,6p25.3
C1521639,nusq,7q21
C1705686,nusq,DNA Sequence - Cloning Site
C1706692,nusq,Acceptor Splice Site SNP
C1707808,nusq,Donor Splice Site SNP
C1708690,nusq,Let-7
C1710092,nusq,Intronic SNP
C1710267,nusq,Synonymous Coding SNP
C1711332,nusq,Splice Site SNP
C1720837,nusq,Alternative Splice Sites
C1720838,nusq,Cryptic Splice Sites
C1882939,nusq,Restriction Enzyme Cleavage Site
C1882940,nusq,Restriction Site
C1883633,nusq,3' Region
C1883634,nusq,3' Untranslated Region Mutation
C1883644,nusq,5' Region
C1883645,nusq,5' Untranslated Region Mutation
C1956090,nusq,"G-Quadruplexes, DNA"
C1956091,nusq,"G-Quadruplexes, RNA"
C1956092,nusq,Guanine-Tetrads
C1956148,nusq,Amber Stop Codon
C1956149,nusq,Ochre Stop Codon
C1956150,nusq,Opal Stop Codon
C2329837,nusq,Regulatory DNA sequence
C2347112,nusq,Methylation Site
C2985510,nusq,Tagging SNP
C3178796,nusq,Nucleotide Motifs
C3178797,nusq,RNA Motifs
C3178798,nusq,DNA Motifs
C3178810,nusq,Transcriptome
C3840739,nusq,A594V
C3841338,nusq,S85
C3841342,nusq,S184
C3841346,nusq,T194
C3841361,nusq,L595S
C3845241,nusq,I80
C3845248,nusq,M204
C3845252,nusq,L180
C4086445,nusq,High Occupancy Target Region
C4331373,nusq,TNF Repeat
C5001826,nusq,minichromosomes
