cui,type,name
C0002780,qnco,Analysis of Variance
C0004790,qnco,Base Composition
C0005463,qnco,Binomial Distribution
C0005535,qnco,Biomass
C0005608,qnco,Birth Rate
C0005798,qnco,Blood Flow Velocity
C0006909,qnco,Capital
C0009667,qnco,Confidence Intervals
C0010181,qnco,Cost Effectiveness
C0010186,qnco,Financial cost
C0010187,qnco,Cost Benefit
C0012751,qnco,Distance
C0013551,qnco,Economic Conditions
C0013682,qnco,Efficiency
C0015316,qnco,Expenditures
C0020283,qnco,Hydrogen-Ion Concentration
C0021713,qnco,Interobserver Variation
C0022171,qnco,Isoelectric Point
C0023378,qnco,Lethal Dose 50
C0023732,qnco,Linear Models
C0023733,qnco,Linear Regression
C0023746,qnco,Linkage Disequilibrium
C0023881,qnco,Litter Size
C0026385,qnco,Molecular Weight
C0026565,qnco,Mortality Vital Statistics
C0026777,qnco,Multivariate Analysis
C0027616,qnco,Neonatal Mortality
C0028377,qnco,Normal Statistical Distribution
C0028873,qnco,Odds Ratio
C0030608,qnco,Particle Size
C0032246,qnco,Ploidies
C0032659,qnco,geographic population
C0033105,qnco,Statistical Prevalence
C0033204,qnco,Probability
C0033269,qnco,Productivity
C0033489,qnco,Proportional Hazards Models
C0034925,qnco,Reference Standards
C0034952,qnco,Refractive Index
C0035787,qnco,ROC Curve
C0036668,qnco,Sensitivity and Specificity
C0037786,qnco,Specific Gravity
C0037791,qnco,Specificity
C0038592,qnco,Substrate Specificity
C0038954,qnco,Survival Rate
C0039476,qnco,Temperature
C0043100,qnco,Weight
C0080045,qnco,Prices
C0085122,qnco,Workload
C0085550,qnco,Cost Savings
C0085801,qnco,"Analysis, Factor"
C0086486,qnco,Ionic Strength
C0086715,qnco,Normal Range
C0086749,qnco,Outcome Measures
C0086914,qnco,Resource Allocation
C0087112,qnco,Treatment Costs
C0150102,qnco,likelihood ratio
C0162339,qnco,Cell Density
C0178587,qnco,density
C0178655,qnco,Gene Dosage
C0205174,qnco,Triplicate
C0205216,qnco,Decreased
C0205372,qnco,Tertiary
C0205388,qnco,Few
C0205393,qnco,Most
C0205438,qnco,Fourth
C0205447,qnco,One
C0205448,qnco,Two
C0205449,qnco,Three
C0205450,qnco,Four
C0205451,qnco,Five
C0205452,qnco,Six
C0205454,qnco,Eight
C0205455,qnco,Nine
C0205549,qnco,Series
C0205848,qnco,Death Rate
C0237881,qnco,Statistical Significance
C0242492,qnco,Relative Risk
C0242618,qnco,Sample Size
C0242927,qnco,Mann-Whitney U Test
C0242928,qnco,Rank-Sum Tests
C0242929,qnco,Spearman Rank Correlation Coefficient
C0243098,qnco,Funding
C0332506,qnco,Normal size
C0332520,qnco,Circumference
C0376690,qnco,Area Under Curve
C0392762,qnco,Quantitative
C0428696,qnco,Relative humidity
C0439064,qnco,Numerous
C0439083,qnco,>90
C0439084,qnco,>5
C0439148,qnco,Unit
C0439157,qnco,counts
C0439158,qnco,colonies (qualifier value)
C0439164,qnco,Optical density units
C0439175,qnco,% of total
C0439178,qnco,percent positive cells
C0439183,qnco,Arbitrary unit
C0439185,qnco,Equivalent Weight
C0439198,qnco,kilometer
C0439208,qnco,gram
C0439212,qnco,nanogram
C0439242,qnco,milliliter
C0439243,qnco,Cubic Millimeter
C0439254,qnco,megajoule
C0439267,qnco,Gram per Deciliter
C0439268,qnco,Microgram per Milliliter
C0439272,qnco,ug/g
C0439275,qnco,Microgram per Liter
C0439294,qnco,Kilogram per Cubic Meter
C0439297,qnco,Nanogram per Liter
C0439361,qnco,cfu/mL
C0439393,qnco,Liter per Minute
C0439458,qnco,IU/mL
C0439475,qnco,mmHg
C0439493,qnco,m/s
C0439509,qnco,/40
C0439751,qnco,Entire
C0439830,qnco,Velocity
