cui,type,name
C0000376,bacs,"3,4-Dihydroxyphenylacetic Acid"
C0000378,bacs,droxidopa
C0000407,bacs,3-Hydroxyanthranilic Acid
C0000545,bacs,eicosapentaenoic acid
C0000702,bacs,"DNA, A-Form"
C0000843,bacs,Abscisic Acid
C0001026,bacs,acetyl coenzyme A
C0001041,bacs,acetylcholine
C0001055,bacs,Acetylgalactosamine
C0001158,bacs,aconitic acid
C0001374,bacs,Acyl Coenzyme A
C0001407,bacs,adenine
C0001413,bacs,Adenine Nucleotides
C0001443,bacs,adenosine
C0001455,bacs,cyclic AMP
C0001459,bacs,Adenosine Diphosphate
C0001460,bacs,Adenosine Diphosphate Glucose
C0001461,bacs,Adenosine Diphosphate Ribose
C0001465,bacs,adenosine monophosphate
C0001468,bacs,Adenosine Phosphosulfate
C0001480,bacs,adenosine triphosphate
C0001814,bacs,Agmatine
C0002052,bacs,Aliphatic Acids
C0002151,bacs,Alloxan
C0002358,bacs,Alu Elements
C0002531,bacs,Amino Sugars
C0002667,bacs,Amphetamines
C0002976,bacs,Angiogenesis Factor
C0003284,bacs,Anticodon
C0003679,bacs,Arabinofuranosyluracil
C0003899,bacs,Arthropod Venoms
C0004130,bacs,AT Rich Sequence
C0004409,bacs,Auxins
C0004638,bacs,Bacteriochlorophylls
C0005286,bacs,beta-Thromboglobulin
C0005390,bacs,Bile Acids
C0005402,bacs,Bile Pigments
C0005404,bacs,bile salts
C0005437,bacs,Bilirubin
C0005444,bacs,Biliverdin IX
C0005446,bacs,Biliverdine
C0005496,bacs,Biogenic Amines
C0005522,bacs,Biological Products
C0005562,bacs,Biopterin
C0006630,bacs,Cadaverine
C0006643,bacs,Caffeic Acids
C0006675,bacs,calcium
C0006960,bacs,Carbamyl Phosphate
C0007012,bacs,carbon dioxide
C0007269,bacs,Carotene
C0007271,bacs,Carotenoids
C0007289,bacs,carrageenan
C0007412,bacs,Catecholamines
C0007648,bacs,cellulose
C0007745,bacs,ceramides
C0007831,bacs,Ceroid
C0007839,bacs,Cerulenin
C0007910,bacs,Cevadine
C0008013,bacs,Chemotactic Factors
C0008024,bacs,chenodeoxycholic acid
C0008141,bacs,Chitin
C0008240,bacs,chlorogenic acid
C0008260,bacs,chlorophyll
C0008377,bacs,cholesterol
C0008387,bacs,Cholesterol Esters
C0008405,bacs,choline
C0008454,bacs,Chondroitin
C0008466,bacs,chondroitin sulfates
C0008518,bacs,Chorismic Acid
C0008776,bacs,Ciguatoxins
C0009148,bacs,cobalt
C0009226,bacs,coenzyme A
C0009235,bacs,Coenzymes
C0009968,bacs,copper
C0009988,bacs,Coproporphyrins
C0010167,bacs,Cosmids
C0010204,bacs,Coumaric Acids
C0010294,bacs,creatinine
C0010658,bacs,Cysteine Proteinase Inhibitors
C0010731,bacs,Cytidine Monophosphate N-Acetylneuraminic Acid
C0010737,bacs,Cytochalasin B
C0010738,bacs,Cytochalasin D
C0010739,bacs,Cytochalasins
C0010815,bacs,Cytokinins
C0010843,bacs,cytosine
C0010868,bacs,Cytotoxin
C0011145,bacs,deferoxamine
C0011479,bacs,deoxycholic acid
C0011530,bacs,Deoxyribose
C0011533,bacs,Deoxythymidylate
C0011535,bacs,Deoxyuridine
C0011602,bacs,Dermatan Sulfate
C0011704,bacs,Desmosterol
C0012264,bacs,Digoxigenin
C0012282,bacs,Cholestanol
C0012324,bacs,Dihydroxyacetone Phosphate
C0012497,bacs,Diosgenin
C0012854,bacs,DNA
C0012925,bacs,"DNA, Circular"
C0012929,bacs,"DNA, Mitochondrial"
C0012933,bacs,"DNA, Ribosomal"
C0012934,bacs,"DNA, Satellite"
C0012968,bacs,Docosahexaenoic Acids
C0012990,bacs,Dolichols
C0012991,bacs,Dolichol Monophosphate Mannose
C0013030,bacs,dopamine
C0013757,bacs,Elapid Venoms
C0013900,bacs,ellagic acid
C0013982,bacs,Emodin
C0014290,bacs,"Enhancer Elements, Genetic"
C0014587,bacs,Episomes
C0014713,bacs,ergothioneine
C0014757,bacs,erythritol
C0015435,bacs,F Factor
C0015540,bacs,flavin-adenine dinucleotide
C0015687,bacs,"Fatty Acids, Monounsaturated"
C0015689,bacs,omega-3 fatty acids
C0015691,bacs,"Fatty Acids, Volatile"
C0015877,bacs,Ferriprotoporphyrin IX
C0016072,bacs,ficusin
C0016330,bacs,fluorine
C0016693,bacs,Free Radicals
