cui,type,name
C0011740,chvf,Detergents
C0016198,chvf,Flame Retardants
C0016485,chvf,Food Preservatives
C0021218,chvf,indigo
C0033262,chvf,Prodrugs
C0038891,chvf,Chemical Surfactants
C0038998,chvf,Sweetening Agents
C0085158,chvf,Agrochemicals
C0085403,chvf,Oxidants
C0178499,chvf,Base
C0178623,chvf,enzyme substrate
C0243076,chvf,antagonists
C0243077,chvf,inhibitors
C0443769,chvf,volatile substances
C0450442,chvf,Agent
C0597061,chvf,neurotransmitter antagonist
C0597303,chvf,protein structure function
C0598132,chvf,functional group
C0599677,chvf,propellant
C0682897,chvf,flavor enhancers
C0684140,chvf,essential nutrients
C0872051,chvf,ion channel blocker
C0920584,chvf,metal working fluid
C1372955,chvf,Active ingredient
C1513403,chvf,Molecular Target
C1519886,chvf,Vaccine Adjuvant
C1550600,chvf,Ingredient
C1880311,chvf,Food Component
C2347609,chvf,Chemical Probe
C2697662,chvf,Illicit Substance
C2828102,chvf,Pharmacological Chaperone
C2985522,chvf,Odorants
C3273809,chvf,GLP-1 Mimetics
C3658307,chvf,Sequestering Agents
C4055240,chvf,Chloroquine Compound
C4761645,chvf,Chemical Impurity
C4764070,chvf,Challenge Agent
