cui,type,name
C0000097,hops,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine"
C0000098,hops,1-Methyl-4-phenylpyridinium
C0000103,hops,1-Naphthylisothiocyanate
C0000248,hops,2-Acetylaminofluorene
C0000325,hops,20-Methylcholanthrene
C0000379,hops,"3,4-Methylenedioxyamphetamine"
C0000511,hops,4-Nitroquinoline-1-oxide
C0000677,hops,"9,10-Dimethyl-1,2-benzanthracene"
C0001034,hops,Acetylaminofluorene
C0001111,hops,Acid Rain
C0001223,hops,Acrylonitrile
C0001734,hops,Aflatoxins
C0001869,hops,Air Pollutants
C0001963,hops,methanol
C0001994,hops,Aldicarb
C0002073,hops,Alkylating Agents
C0002157,hops,Allylamine
C0002307,hops,Alpha-Neurotoxins
C0002406,hops,amaranth dye
C0002583,hops,aminopterin
C0002771,hops,Analgesics
C0003036,hops,aniline
C0003330,hops,"Antigens, Fungal"
C0003640,hops,Propoxur
C0003947,hops,Asbestos
C0004237,hops,Atrazine
C0004380,hops,Vehicle Emissions
C0004482,hops,azathioprine
C0004519,hops,Azoxymethane
C0005009,hops,Benomyl
C0005036,hops,benzene
C0005038,hops,lindane
C0005047,hops,Benzidine
C0005052,hops,Benzo(a)pyrene
C0005082,hops,Benzopyrenes
C0005627,hops,Bis(Chloromethyl) Ether
C0006052,hops,botulinum toxin type C
C0006463,hops,busulfan
C0006506,hops,butylated hydroxyanisole
C0006628,hops,Cacodylic Acid
C0007016,hops,carbon disulfide
C0007018,hops,carbon monoxide
C0007022,hops,Carbon Tetrachloride
C0007090,hops,Carcinogens
C0007091,hops,"Carcinogens, Environmental"
C0007468,hops,Caustics
C0007991,hops,Chemical Warfare Agents
C0008225,hops,chloroacetic acid
C0008233,hops,Chlormequat Chloride
C0008238,hops,chloroform
C0008904,hops,Clastogens
C0009170,hops,cocaine
C0009950,hops,Convulsants
C0010372,hops,croton oil
C0010463,hops,Curare
C0010524,hops,cyclamate
C0010821,hops,Cytolysins
C0011037,hops,Dichlorodiphenyldichloroethane
C0011038,hops,Dichlorodiphenyl Dichloroethylene
C0011041,hops,DDT (Insecticide)
C0011134,hops,diethyltoluamide
C0011684,hops,Designer Drugs
C0011892,hops,heroin
C0011969,hops,Dianisidine
C0012013,hops,Diazinon
C0012087,hops,Dichlorvos
C0012141,hops,Dieldrin
C0012151,hops,Diesel Exhaust
C0012200,hops,Diethylnitrosamine
C0012203,hops,diethylstilbestrol
C0012393,hops,Dimethoate
C0012411,hops,p-Dimethylaminoazobenzene
C0012431,hops,Dimethylnitrosamine
C0012501,hops,Dioxanes
C0012503,hops,Dioxins
C0012589,hops,Diquat
C0012804,hops,Diuron
C0013328,hops,Chlorpyrifos
C0014252,hops,Endosulfan
C0014264,hops,Endotoxins
C0014417,hops,Environmental Pollutants
C0014614,hops,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester"
C0014969,hops,Ethane
C0015063,hops,Ethyl Methanesulfonate
C0015078,hops,Ethylene Chlorohydrin
C0015079,hops,Ethylene Dibromide
C0015082,hops,Ethylene Dichlorides
C0015083,hops,ethylene glycol
C0015087,hops,ethylene oxide
C0015097,hops,Ethylenethiourea
C0015111,hops,Ethylnitrosourea
C0015309,hops,Exotoxins
C0015919,hops,Fertilizers
C0016311,hops,Fluorenes
C0016564,hops,formaldehyde
C0016584,hops,Formol
C0016707,hops,Freon
C0016803,hops,Fumigant
C0016849,hops,Furaldehyde
C0018533,hops,Hallucinogens
C0018624,hops,Hazardous Chemicals
C0018626,hops,Hazardous Substances
C0018627,hops,Hazardous Waste
C0019126,hops,Hempa
C0019236,hops,Herbicides
C0019238,hops,Triazine herbicide
C0019432,hops,Hexachlorobenzene
C0019453,hops,altretamine
C0020270,hops,hydrogen cyanide
C0020274,hops,hydrofluoric acid
C0020282,hops,Hydrogen Sulfide
C0020319,hops,Hydroxyacetylaminofluorene
C0020361,hops,Hydroxyindoleacetic Acid
C0021265,hops,Industrial Waste
C0021572,hops,Insect Repellents
C0021576,hops,Insecticides
C0021578,hops,Carbamate insecticide
C0021580,hops,Organophosphate insecticide
C0022108,hops,Irritants
C0022181,hops,isoflurophate
C0023755,hops,Linuron
C0024192,hops,Lye
C0024334,hops,Lysergic Acid Diethylamide
C0024547,hops,malathion
C0024578,hops,Maleic Hydrazide
C0024705,hops,Maneb
C0024994,hops,2-Methyl-4-chlorophenoxyacetic Acid
C0025033,hops,mechlorethamine
C0025417,hops,mercuric chloride
C0025446,hops,mersalyl
C0025611,hops,methamphetamine
C0025706,hops,Methyl Methanesulfonate
C0025708,hops,Methyl n-Butyl Ketone
C0025709,hops,Methyl Parathion
C0025748,hops,methylene chloride
C0025800,hops,Methylnitronitrosoguanidine
C0025803,hops,Methylnitrosourea
C0026209,hops,Mirex
C0026392,hops,Molluscacides
C0026874,hops,Mustard Gas
C0026879,hops,Mutagens
C0026955,hops,Mycotoxins
C0027415,hops,Narcotics
C0027934,hops,Neurotoxins
C0028040,hops,nicotine
C0028160,hops,Nitrogen Dioxide
C0028165,hops,Nitrogen Mustard Compounds
C0028197,hops,Nitrosamines
C0028470,hops,Noxae
C0028816,hops,Ochratoxins
C0029385,hops,Osmium Tetroxide
C0030480,hops,Paraoxon
C0030493,hops,Paraquat
C0030514,hops,Parathion
C0030710,hops,Patulin
C0031251,hops,Pesticide Residues
C0031253,hops,Pesticides
C0031364,hops,phenacetin
C0031488,hops,phenylmercuric acetate
C0031585,hops,Phorbol Diesters
C0031586,hops,Phorbol Esters
C0031591,hops,Phosgene
C0031890,hops,Picrotoxin
C0031962,hops,piperonyl butoxide
C0032086,hops,Phytotoxin
C0032334,hops,podofilox
C0032346,hops,Poisons
C0032441,hops,Polybrominated Biphenyls
C0032447,hops,Polychlorinated Biphenyls
C0032826,hops,potassium cyanide
C0032829,hops,potassium dichromate
C0033472,hops,propiolactone
C0034243,hops,Pyrenes
C0034552,hops,Radioactive Waste
C0035805,hops,Rodenticides
C0035871,hops,rotenone
C0036233,hops,Sarin
C0036860,hops,carbaryl
C0037136,hops,Simazine
C0037366,hops,Smoke
C0037498,hops,Sodium Cyanide
C0037517,hops,sodium hydroxide
C0037601,hops,solanine
C0037643,hops,Soman
C0038515,hops,styrene
C0038777,hops,sulfur dioxide
C0039185,hops,T-2 Toxin
C0039533,hops,Triethylenephosphoramide
C0039536,hops,Teratogens
C0039635,hops,tetrachlorodibenzodioxin
C0039640,hops,Tetrachlorvinphos
C0039654,hops,Tetradecanoylphorbol Acetate
C0039694,hops,Tetranitromethane
C0039736,hops,thalidomide
C0039871,hops,thiotepa
C0039872,hops,Thioacetamide
C0039962,hops,thiram
C0040329,hops,Tobacco
C0040521,hops,Toxaphene
C0040538,hops,"Toxic Substances, Environmental"
C0040845,hops,tretinoin
C0040898,hops,trichlorfon
C0041070,hops,Trinitrotoluene
C0041088,hops,Triparanol
C0041370,hops,Tumor Promoters
C0043031,hops,warfarin
C0043053,hops,Water Pollutants
C0043454,hops,Zearalenone
C0043796,hops,"1,2-diaminobenzene"
C0043830,hops,"1,2-dimethoxyethane"
C0044438,hops,1-methyl-2-pyrrolidinone
C0044508,hops,1-nitropyrene
C0045248,hops,"2,2'-azobis(2-amidinopropane)"
C0045622,hops,"2,6-dinitrotoluene"
C0045811,hops,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
C0045870,hops,2-aminoanthraquinone
C0046596,hops,o-xylene
C0047006,hops,"3,4-methylenedioxyethamphetamine"
C0048243,hops,4-dichlorobenzene
C0048581,hops,4-nitrophenol
C0050587,hops,acrylamide
C0050961,hops,Agent Orange
C0051051,hops,alachlor
C0051543,hops,amatoxin
C0051569,hops,ametryne
C0052303,hops,Aramite
C0052391,hops,Aroclor-1254
C0052413,hops,arsenic acid
C0052416,hops,arsenic trioxide
C0052802,hops,azobenzene
C0052972,hops,barium chloride
C0053207,hops,benzo(k)fluoranthene
C0053256,hops,benzoyl chloride
C0053349,hops,beryllium oxide
C0053800,hops,bisphenol A
C0053943,hops,Bordeaux mixture
C0054088,hops,bromadiolone
C0054095,hops,bromfenacoum
C0054119,hops,bromodichloromethane
C0054282,hops,butyl phosphorotrithioate
C0054412,hops,cadmium chloride
C0054471,hops,calcium hypochlorite
