cui,type,name
C0001512,medd,Adhesive bandage
C0002422,medd,Ambulances
C0003835,medd,Arterial Lines
C0003918,medd,Artificial Organs
C0004185,medd,Atomizers
C0004726,medd,Bandage
C0005557,medd,Bioprosthesis device
C0005825,medd,Continuous Sphygmomanometers
C0005971,medd,Bone plates
C0005975,medd,Bone Screws
C0005978,medd,Bone Wires
C0006086,medd,Braces-Orthopedic appliances
C0006856,medd,"CANE, INCLUDES CANES OF ALL MATERIALS, ADJUSTABLE OR FIXED, WITH TIP"
C0007439,medd,Indwelling Catheter
C0007848,medd,Cervical Cap
C0007963,medd,Charts (device)
C0008034,medd,Chest Tubes
C0009199,medd,Cochlear Implants
C0009346,medd,Balloon pump
C0009653,medd,"Condoms, Male"
C0009836,medd,Contact Lenses
C0009886,medd,Contraceptive Devices
C0010317,medd,Cribs
C0010384,medd,"Prostheses, Dental, Fixed, Crown, Total, Temporary"
C0010397,medd,Crutches
C0010600,medd,Cyclotrons
C0011355,medd,Dental Equipment
C0011373,medd,"Implantable dental prosthesis, device"
C0011377,medd,Dental Instruments
C0011381,medd,Dental Models
C0011394,medd,Dentures
C0013119,medd,Medical dressing
C0013194,medd,Drug Packaging
C0013314,medd,Durable Medical Equipment
C0013761,medd,"Stockings, Elastic"
C0014243,medd,Endoscopes
C0015417,medd,Ocular Prosthesis
C0015421,medd,Eyeglasses
C0016266,medd,Flowmeters
C0016533,medd,Forceps
C0017004,medd,Gamma Cameras
C0017108,medd,Gas Scavengers
C0017124,medd,Gastric Balloon
C0018768,medd,Hearing Aids
C0018825,medd,Heart Valve Prosthesis
C0018829,medd,"Heart, Artificial"
C0018830,medd,Heart-Lung Machine
C0019005,medd,Hemodialysis machine
C0019560,medd,Hip Joint Implantable Prostheses (device)
C0021102,medd,Implants
C0021113,medd,Artificial Implants
C0021436,medd,Infusion Pump
C0021455,medd,Inhalation Devices
C0021461,medd,Inhaler
C0021639,medd,Insufflator
C0021900,medd,Intrauterine Devices
C0022319,medd,"Intrauterine Devices, Progesterone-Releasing"
C0022678,medd,"Kidneys, Artificial"
C0023036,medd,Laparoscopes
C0023692,medd,Ligature
C0023730,medd,"Radiotherapy Systems, Linear Accelerator"
C0024696,medd,Mandibular Prosthesis
C0024861,medd,Masks
C0024939,medd,Matrix Bands
C0025256,medd,"Membranes, Artificial"
C0025973,medd,Microelectrodes
C0026032,medd,Microspheres
C0027524,medd,Nebulizers
C0027551,medd,Needle device
C0028791,medd,Occlusive Dressings
C0029331,medd,Orthodontic Appliances
C0029365,medd,Orthotic Devices
C0030067,medd,Oxygenators
C0030068,medd,"Oxygenators, Membrane"
C0030163,medd,Artificial cardiac pacemaker
C0030172,medd,Pacifiers
C0031246,medd,Pessaries
C0032159,medd,Plaster Casts
C0035208,medd,"Respirators, Air-Purifying"
C0036405,medd,Scintillation Counters
C0036605,medd,Self-Help Devices
C0037816,medd,Speculum
C0038009,medd,Splint Device
C0038257,medd,"Stent, device"
C0038348,medd,Compression Stockings
C0038917,medd,Surgical Clips
C0038923,medd,Surgical Equipment
C0038928,medd,Surgical Instruments
C0038937,medd,Surgical Sponges
C0038969,medd,Surgical sutures
C0039142,medd,Syringes
C0039288,medd,Tampons
C0039293,medd,Tank Ventilators
C0039818,medd,"Thermometer, device"
C0040289,medd,Tissue Expansion Devices
C0040519,medd,Tourniquets
C0040661,medd,Transducers
C0040662,medd,"Transducers, Pressure"
C0041158,medd,Trocar
C0041208,medd,Trusses
C0042226,medd,Aspirator
C0042265,medd,Menstrual Tampons
C0042296,medd,"Valves, Surgical"
C0042325,medd,Vaporizers
C0042371,medd,Implantable Injection/Infusion Ports
C0042497,medd,Mechanical Ventilator
C0042498,medd,Negative-Pressure Ventilators
C0043016,medd,Walkers
C0043143,medd,wheelchair
C0043160,medd,Whole-Body Counters
C0043303,medd,X-Ray Film
C0079321,medd,External Fixation Devices
C0080306,medd,Vena Cava Filters
C0085099,medd,Incontinence pads
C0085104,medd,Drug Delivery Systems
C0085275,medd,Rubber Dams
C0085283,medd,"Urinary Sphincter, Artificial"
C0085428,medd,Orthodontic Brackets
C0085590,medd,catheter device
C0085678,medd,Nasogastric tube
C0085734,medd,Absorbent Pads
C0085842,medd,Artificial Ventricle
C0086337,medd,Gastric Feeding Tubes
C0086510,medd,Kirschner Wires
C0087153,medd,Ventilator - respiratory equipment
C0087165,medd,Voice Prosthesis
C0150414,medd,"tubes, esophageal, blakemore"
C0150554,medd,Douche device
C0150595,medd,Gastrostomy tube
C0150683,medd,"Artificial Airways, Nasopharyngeal"
C0150694,medd,"Artificial Airways, Oropharyngeal"
C0150789,medd,Patient Holding Stretchers
C0150798,medd,Suprapubic catheter
C0162589,medd,Implantable defibrillator
C0162645,medd,Laryngeal Masks
C0162686,medd,Dental Prosthesis
C0175648,medd,Mats
C0175649,medd,Prosthesis
C0175659,medd,Weight measurement scales
C0175661,medd,Peritoneovenous Shunts
C0175662,medd,Ventriculoperitoneal catheter
C0175663,medd,Sounds device
C0175718,medd,Medical pins
C0175720,medd,Caliper
C0175722,medd,Clip
C0175723,medd,Bands
C0175727,medd,Stimulator
C0175730,medd,biomedical tube device
C0175731,medd,T-tube
C0175733,medd,Arterial cannula
C0175735,medd,Scissors (device)
C0175736,medd,Guillotine
C0175739,medd,Electrical outlet
C0175751,medd,Cervical collar (device)
C0178951,medd,Accelerometer
C0178959,medd,ADAPTER
C0178962,medd,Adhesive Strips
C0178987,medd,Artificial Airways
C0179025,medd,aminoacid analyzer
C0179031,medd,Ampule
C0179063,medd,Anesthesia ventilator
C0179064,medd,Anesthesia machine
C0179108,medd,Applicator - device
C0179126,medd,Approximator
C0179129,medd,Apron
C0179137,medd,Armboard
C0179167,medd,"ASPIRATOR, ULTRASONIC"
C0179177,medd,Autoclave
C0179199,medd,"Balance, device"
C0179226,medd,Basin
C0179228,medd,Emesis basin
C0179230,medd,Wash basin
C0179245,medd,Water Bath
C0179263,medd,Bedpans
C0179266,medd,Bedside rails
C0179281,medd,Pediatric bed
C0179302,medd,"Binder, device"
C0179313,medd,Biopsy gun
C0179321,medd,Bite block
C0179323,medd,Blades (device)
C0179326,medd,"BLADE, SCALPEL"
C0179336,medd,Blood bag
C0179350,medd,blood gas monitors
C0179361,medd,blood pump
C0179381,medd,Hot/Cold Water Bottles
C0179390,medd,Bougie
C0179407,medd,brackets
C0179419,medd,Breathing bag
C0179423,medd,Breathing circuit (physical object)
C0179424,medd,Anesthesia breathing circuit
C0179432,medd,Bronchoscopes
C0179433,medd,Flexible bronchoscope
C0179435,medd,Rigid bronchoscope
C0179448,medd,"Cytology brush, device"
C0179479,medd,Butterfly needle
C0179493,medd,Medicine cabinet
C0179504,medd,Electrocardiogram lead (device)
C0179536,medd,Fundus camera
C0179540,medd,Microscope camera
C0179543,medd,Ophthalmic camera
C0179564,medd,Coronary sinus cannula
C0179571,medd,femoral cannulae
C0179574,medd,Nasal Cannula
C0179579,medd,Thoracic cannula
C0179583,medd,Venous cannula
C0179608,medd,Cardiac monitors
C0179625,medd,Cardiotocograph
C0179630,medd,Cartridge device
C0179650,medd,"CART, EMERGENCY, CARDIOPULMONARY (EXCLUDING EQUIPMENT)"
C0179724,medd,Cardiac Catheters
C0179732,medd,"Pulmonary artery catheter, oximetric"
C0179740,medd,Peripherally inserted central catheter (physical object)
C0179747,medd,Dialysis catheter
C0179751,medd,Epidural catheter
C0179752,medd,Esophageal balloon
C0179760,medd,Hemodialysis catheter
C0179768,medd,Peripheral intravenous catheter
C0179769,medd,"CATHETER, IRRIGATION"
C0179774,medd,Nasopharyngeal catheter
C0179777,medd,Intravascular occluding catheter
C0179781,medd,Peritoneal catheter
C0179783,medd,Peritoneal dialysis catheter
C0179784,medd,Rectal catheter
C0179788,medd,Suction catheter
C0179790,medd,Pulmonary artery flotation catheter
C0179795,medd,Tracheal suction catheter
C0179797,medd,"Catheters, Vascular, Umbilical"
C0179799,medd,Ureteral Catheters
C0179800,medd,Urethral Catheters
C0179802,medd,Urinary catheter
C0179804,medd,"CATHETER, FOLEY"
C0179814,medd,cell analyzer
C0179834,medd,Centrifuges (device)
C0179837,medd,Cytological centrifuge
C0179840,medd,"CENTRIFUGE, HEMATOCRIT"
