cui,type,name
C0000742,virs,Abelson murine leukemia virus
C0001417,virs,Dependovirus
C0001483,virs,Adenoviruses
C0001489,virs,Aviadenovirus
C0001490,virs,"Adenoviruses, Human"
C0001491,virs,"Adenoviruses, Simian"
C0001749,virs,African horse sickness virus
C0001753,virs,African Swine Fever Virus
C0002017,virs,Aleutian Mink Disease Virus
C0002331,virs,Alphavirus
C0003060,virs,Animal Viruses
C0003725,virs,Arboviruses
C0003755,virs,Arenaviridae
C0004120,virs,Astrovirus
C0004418,virs,"Encephalomyelitis Virus, Avian"
C0004419,virs,Infectious bronchitis virus
C0004420,virs,"Herpesvirus 1, Gallid"
C0004422,virs,Avian leukosis virus
C0004423,virs,Genus Alpharetrovirus
C0004425,virs,Reticuloendotheliosis virus
C0004429,virs,Avian Sarcoma Viruses
C0004651,virs,Bacteriophages
C0005670,virs,BK Virus
C0005867,virs,Bluetongue virus
C0006024,virs,Borna disease virus
C0006063,virs,Bovine Viral Diarrhea Viruses
C0006069,virs,"Leukemia Virus, Bovine"
C0006072,virs,Bovine papillomavirus
C0006074,virs,"Herpesvirus 2, Bovine"
C0006322,virs,Human poliovirus 1
C0006394,virs,Bunyamwera virus
C0006395,virs,Bunyaviridae
C0006562,virs,Leukoviruses
C0006752,virs,Caliciviridae
C0006755,virs,"Encephalitis Virus, California"
C0006861,virs,Canid herpesvirus 1
C0008056,virs,Chikungunya virus
C0008112,virs,Chimpanzee Coryza Agent
C0009311,virs,Coliphages
C0009401,virs,Colorado tick fever virus
C0009743,virs,"Hemorrhagic Fever Virus, Crimean-Congo"
C0010076,virs,Coronaviridae
C0010233,virs,Cowpox virus
C0010243,virs,coxsackieviruses B
C0010247,virs,Coxsackie Viruses
C0010825,virs,Cytomegalovirus
C0011139,virs,Defective Viruses
C0011220,virs,Hepatitis Delta Virus
C0011313,virs,"Dengue virus, type 1"
C0011315,virs,Dengue Virus
C0012755,virs,"Distemper Virus, Canine"
C0012917,virs,DNA Tumor Viruses
C0012923,virs,DNA Viruses
C0013480,virs,Ebola virus
C0013531,virs,"Echovirus 6, Human"
C0013532,virs,Echovirus 9
C0013534,virs,Echovirus
C0013590,virs,Mouse Pox Virus
C0014045,virs,European tick-borne encephalitis virus
C0014046,virs,"Encephalitis Virus, Eastern Equine"
C0014047,virs,Japanese encephalitis virus
C0014048,virs,"Encephalitis Virus, St. Louis"
C0014049,virs,Venezuelan equine encephalitis virus
C0014050,virs,"Encephalitis Virus, Western Equine"
C0014051,virs,Encephalitis Viruses
C0014052,virs,Tick-Borne Encephalitis Viruses
C0014080,virs,Encephalomyocarditis virus
C0014338,virs,"Coronavirus, Turkey"
C0014380,virs,Enterovirus polio 1
C0014381,virs,Enterovirus polio 2
C0014383,virs,Enterovirus
C0014384,virs,"Enteroviruses, Porcine"
C0014644,virs,Epstein-Barr virus
C0014662,virs,"Infectious Anemia Virus, Equine"
C0014665,virs,"Herpesvirus 1, Equid"
C0014666,virs,"Equine rhinovirus, NOS"
C0014667,virs,Equine rhinitis A virus
C0014668,virs,Equine rhinitis B virus
C0015763,virs,"Calicivirus, Feline"
C0015766,virs,Feline parvovirus
C0015767,virs,Feline leukemia virus
C0016215,virs,Flavivirus
C0016515,virs,Aphthovirus
C0016630,virs,Fowlpox virus
C0016720,virs,Friend Murine Leukemia Virus
C0017161,virs,Transmissible gastroenteritis virus
C0018252,virs,Gross Virus
C0018611,virs,Harvey murine sarcoma virus
C0018895,virs,Helper Viruses
C0019089,virs,Junin virus
C0019090,virs,Machupo virus
C0019092,virs,Hantavirus
C0019094,virs,Tacaribe Complex Viruses
C0019132,virs,Hepadnaviridae
C0019160,virs,Hepatovirus
C0019169,virs,hepatitis B virus
C0019171,virs,"Hepatitis B Virus, Duck"
C0019183,virs,"Adenoviruses, Canine"
C0019185,virs,Murine hepatitis virus
C0019186,virs,Hepatitis Viruses
C0019351,virs,"herpesvirus 2, human"
C0019369,virs,Herpesviridae
C0019376,virs,"Herpesvirus 2, Saimiriine"
C0019378,virs,"Herpesvirus 1, Cercopithecine"
C0019381,virs,"herpesvirus 6, human"
C0019682,virs,HIV
C0019704,virs,HIV-1
C0019707,virs,Human immunodeficiency virus 2 (HIV-2)
C0019842,virs,Classical Swine Fever Virus
C0020094,virs,Human T-lymphotropic virus 1
C0020099,virs,Human T-lymphotropic virus 2
C0020121,virs,Human enterovirus
C0021333,virs,Equine arteritis virus
C0021335,virs,Bovine herpesvirus 1
C0021336,virs,Infectious bronchitis virus group
C0021338,virs,Infectious bursal disease virus
C0021344,virs,human papillomavirus
C0021574,virs,Insect Viruses
C0022075,virs,Iridoviridae
C0022338,virs,Jamestown Canyon virus
C0022369,virs,JC Virus
C0022722,virs,Kirsten murine sarcoma virus
C0022803,virs,Kuru agent
C0022811,virs,Kyasanur Forest disease virus
C0022812,virs,Kyasanur forest virus
C0022858,virs,La Crosse virus
C0022921,virs,Lactate dehydrogenase-elevating virus
C0023002,virs,Langat virus
C0023093,virs,Lassa virus
C0023104,virs,Kilham Rat Virus
C0023500,virs,Leukemogenic Viruses
C0024026,virs,Louping ill virus
C0024107,virs,Lumpy skin disease virus
C0024267,virs,Lymphocytic choriomeningitis virus
C0024662,virs,Mouse mammary tumor virus
C0024787,virs,Lake Victoria marburgvirus
C0024794,virs,"Herpesvirus 2, Gallid"
C0024864,virs,Mason-Pfizer monkey virus
C0025011,virs,Measles virus
C0025279,virs,Mengovirus
C0026180,virs,Mink Cell Focus-Inducing Viruses
C0026394,virs,Molluscum contagiosum virus
C0026398,virs,Moloney Leukemia Virus
C0026399,virs,Moloney murine sarcoma virus
C0026432,virs,Monkeypox virus
C0026577,virs,Mosaic Viruses
C0026626,virs,Murine leukemia virus
C0026630,virs,Murine sarcoma viruses
C0026631,virs,"Tumor Viruses, Murine"
C0026783,virs,mumps virus
C0026808,virs,"Encephalitis Virus, Murray Valley"
C0026911,virs,Mycobacteriophages
C0026979,virs,Avian Myeloblastosis Virus
C0027150,virs,Myxoma virus
C0027160,virs,Myxoviruses
C0027346,virs,Nairobi sheep disease virus
C0027610,virs,Bovine coronavirus
C0027984,virs,Newcastle disease virus
C0028422,virs,Norwalk virus
C0028586,virs,Nucleopolyhedrovirus
C0029017,virs,Oncogenic Viruses
C0029020,virs,Oncolytic Viruses
C0029200,virs,Orf virus
C0029341,virs,Orthomyxoviridae
C0029343,virs,"Influenza A Virus, Avian"
C0029344,virs,"Orthomyxovirus Type A, Human"
C0029345,virs,"Orthomyxovirus Type A, Porcine"
C0029347,virs,influenza A virus
