cui,type,name
C0011005,inpr,Database Management Systems
C0012108,inpr,Dictionaries as Topic
C0021428,inpr,Information Systems
C0022752,inpr,Knowledge Bases
C0025663,inpr,Methods
C0027458,inpr,National Health Policy
C0036611,inpr,Semantic Differential
C0079815,inpr,"Medical Records Systems, Computerized"
C0422392,inpr,Screening Method
C0449335,inpr,Method of detection
C0449394,inpr,Staging system
C0449475,inpr,cell type
C0449572,inpr,Virus type
C0599880,inpr,Treatment Plan
C0679195,inpr,abstraction
C0871608,inpr,Wilcoxon Signed Rank Test
C1546581,inpr,"Serum, Convalescent"
C1708614,inpr,Kruskal-Wallis Test
C1708930,inpr,Mann-Whitney Test
C3161035,inpr,Model
C3483759,inpr,Infection panel
C3538987,inpr,Cardiovascular System Findings Domain
C3541314,inpr,Pairing Events Domain
C3847845,inpr,Action plan
C4738279,inpr,Response plan
