cui,type,name
C0001884,diap,Airway Resistance Test
C0002627,diap,Amniocentesis
C0002978,diap,angiogram
C0002979,diap,"Angiography, Digital Subtraction"
C0003515,diap,Aortography
C0003647,diap,Aptitude Tests
C0003844,diap,Arteriography
C0003885,diap,Arthrogram
C0003904,diap,Arthroscopy
C0004286,diap,Audiometry
C0004292,diap,"Audiometry, Pure-Tone"
C0004293,diap,"Audiometry, Speech"
C0004339,diap,Auscultation
C0004398,diap,Autopsy
C0005558,diap,Biopsy
C0005560,diap,Needle biopsy procedure
C0005803,diap,Blood Glucose Self-Monitoring
C0005834,diap,Collection of blood specimen for laboratory procedure
C0005893,diap,Body mass index procedure
C0005954,diap,Bone marrow biopsy
C0006153,diap,Breath Tests
C0006265,diap,Bronchial Provocation Tests
C0006282,diap,Contrast bronchogram
C0006290,diap,Bronchoscopy
C0006778,diap,Caloric Tests
C0006810,diap,Campimetry
C0007089,diap,Carcinogenicity Tests
C0007208,diap,Cardiotocography
C0007438,diap,Swan-Ganz Catheterization
C0007723,diap,Cephalometry
C0007767,diap,Cerebral Angiography
C0008307,diap,Cholangiography
C0008310,diap,Endoscopic Retrograde Cholangiopancreatography
C0008795,diap,Cineangiography
C0008797,diap,Cineradiography
C0009378,diap,colonoscopy
C0009417,diap,Colposcopy
C0010702,diap,Cystoscopy
C0011905,diap,Computer Assisted Diagnosis
C0011906,diap,Differential Diagnosis
C0011911,diap,Laboratory Diagnosis
C0011917,diap,"Diagnostic Techniques, Respiratory System"
C0011918,diap,"Diagnostic Techniques, Surgical"
C0011923,diap,Diagnostic Imaging
C0011930,diap,"Diagnostic Tests, Routine"
C0012249,diap,Digital Radiography
C0013301,diap,Duodenoscopy
C0013516,diap,Echocardiography
C0013518,diap,Contrast echocardiography procedure
C0013520,diap,"Echocardiography, Doppler"
C0013522,diap,"Echocardiography, M-Mode"
C0013523,diap,"Echocardiography, Doppler, Pulsed"
C0013524,diap,2D Echocardiography
C0013526,diap,Echoencephalography
C0013661,diap,Edwards Personal Preference Schedule
C0013798,diap,Electrocardiogram
C0013799,diap,"Electrocardiography, Ambulatory"
C0013801,diap,Holter Electrocardiography
C0013819,diap,Electroencephalography
C0013839,diap,Electromyography
C0013867,diap,Electroretinography
C0014245,diap,Endoscopy (procedure)
C0014873,diap,Esophagoscopy
C0015260,diap,Exercise stress test
C0015945,diap,Fetal Monitoring
C0016234,diap,Flexible fiberoptic sigmoidoscopy
C0016313,diap,Fluorescein Angiography
C0016356,diap,Fluoroscopy
C0017191,diap,Gastrointestinal transit procedure
C0017195,diap,Endoscopy of stomach
C0017200,diap,Gated Blood-Pool Imaging
C0017654,diap,Glomerular Filtration Rate
C0018071,diap,Gonioscopy
C0018786,diap,Hearing Tests
C0018793,diap,Heart Auscultation
C0018795,diap,Cardiac Catheterization Procedures
C0019950,diap,Hospital Admission Tests
C0020940,diap,Immersion Investigative Technique
C0021044,diap,Immunohistochemistry
C0021705,diap,Intelligence Tests
C0021881,diap,Intradermal Tests
C0022805,diap,Kveim Test
C0023072,diap,Laryngoscopy
C0024119,diap,Pulmonary function tests
C0024129,diap,Lung Volume Measurements
C0024485,diap,Magnetic Resonance Imaging
C0024487,diap,Magnetic Resonance Spectroscopy
C0024489,diap,Magnetoencephalography
C0024671,diap,Mammography
C0025065,diap,Mediastinoscopy
C0026014,diap,Micropunctures
C0026995,diap,Myelography
C0027081,diap,Myography
C0027431,diap,Nasal Provocation Tests
C0027646,diap,Diagnostic Neoplasm Staging
C0027853,diap,Neurologic Examination
C0027902,diap,Neuropsychological Tests
C0028708,diap,Nutrition Assessment
C0028792,diap,Occult blood screen
C0029090,diap,Ophthalmoscopy
C0029161,diap,Oral Glucose Tolerance Test
C0029375,diap,Oscillometry
C0030198,diap,Pain Measurement
C0030247,diap,Palpation
C0030646,diap,Patch Tests
C0030655,diap,Paternity testing
C0030735,diap,Peak expiratory flow rate measurement
C0030987,diap,Percussion
C0031061,diap,Perimetry
C0031150,diap,Laparoscopy
C0031209,diap,Personality Assessment
C0031545,diap,Venography - procedure
C0031734,diap,Photic Stimulation
C0031746,diap,Photofluorography
C0031838,diap,Physiognomy
C0032221,diap,Plethysmography
C0032222,diap,"Plethysmography, Impedance"
C0032224,diap,"Plethysmography, Whole Body"
C0032322,diap,"Pneumoperitoneum, Artificial"
C0032723,diap,Portography
C0032743,diap,Positron-Emission Tomography
C0032976,diap,Pregnancy Tests
C0033053,diap,Prenatal Diagnosis technique
C0033251,diap,Proctoscopy
C0033367,diap,Projective Techniques
C0033903,diap,Psychological Techniques
C0033905,diap,Psychological Tests (procedure)
C0033920,diap,Psychometrics
C0034108,diap,"Oximetry, Pulse"
C0034573,diap,"Radiography, Abdominal"
C0034575,diap,"Radiography, Dental"
C0034579,diap,Panoramic Radiography
C0034606,diap,Radionuclide Imaging
C0036611,diap,Semantic Differential
C0037296,diap,Hypersensitivity skin testing
C0037302,diap,Skinfold Thickness
C0037981,diap,Spirometry
C0038603,diap,Subtraction Technique
C0039451,diap,Telemetry
C0039810,diap,thermography
C0039985,diap,Plain chest X-ray
C0040395,diap,tomography
C0040398,diap,"Tomography, Emission-Computed"
C0040399,diap,"Tomography, Emission-Computed, Single-Photon"
C0040404,diap,"Tomography, X-Ray"
C0040405,diap,X-Ray Computed Tomography
C0040420,diap,Tonometry
C0040706,diap,Transillumination
