cui,type,name
C0003533,orga,Apgar Score
C0005612,orga,Birth Weight
C0005885,orga,Body Composition
C0005890,orga,Body Height
C0005901,orga,Body Size
C0005902,orga,Body Surface Area
C0005903,orga,Body Temperature
C0005910,orga,Body Weight
C0008170,orga,Chloramphenicol Resistance
C0015396,orga,Eye Color
C0017504,orga,Gestational Age
C0019425,orga,Heterozygote
C0019904,orga,Homozygote
C0020969,orga,"Immunity, Innate"
C0021575,orga,Insecticide Resistance
C0023114,orga,Handedness
C0028719,orga,Nutritional Requirements
C0029218,orga,Organ Weight
C0030834,orga,Penicillin Resistance
C0031911,orga,Pigmentation
C0034537,orga,Radiation Tolerance
C0036866,orga,Sex Characteristics
C0037294,orga,Skin Temperature
C0042757,orga,Masculinity
C0079399,orga,Gender
C0079830,orga,Methicillin Resistance
C0085732,orga,Ability
C0086287,orga,Females
C0086582,orga,Males
C0150831,orga,Patient sex
C0150904,orga,patient is male
C0150905,orga,patient is female
C0162657,orga,Cell Shape
C0178521,orga,body volume
C0205682,orga,Waist-Hip Ratio
C0205949,orga,Sexual Orientation
C0220898,orga,Predisposition -- attribute
C0231277,orga,Poikilothermic
C0233426,orga,Personal appearance
C0233894,orga,Femininity
C0234875,orga,Barking (observable entity)
C0242640,orga,Multi-Drug Resistance
C0242960,orga,Genetic Heterogeneity
C0301877,orga,Hyperimmune state
C0314657,orga,Genetic Predisposition to Disease
C0333678,orga,Chimerism
C0344348,orga,Personal status
C0445542,orga,Mini
C0483415,orga,Oxygen saturation test result
C0489451,orga,Body surface
C0489767,orga,salt intake
C0489786,orga,Height
C0518035,orga,growth (children)
C0557155,orga,Life event observable
C0597140,orga,oral tolerance
C0597653,orga,virus infection mechanism
C0599954,orga,virus tropism
C0678920,orga,phenotype genotype
C0678921,orga,Phenocopy
C0678922,orga,genetic trait
C0686730,orga,Personal risk factor
C0686794,orga,Abnormal host response
C0702111,orga,Proband (finding)
C0870635,orga,hardiness
C0871976,orga,facial features
C0946401,orga,ocular sphere
C0949285,orga,"Antibiotic Resistance, Microbial"
C0949668,orga,"Drug Resistance, Bacterial"
C0949669,orga,"Antibiotic Resistance, Bacterial"
C0949670,orga,"Drug Resistance, Viral"
C0949686,orga,"Drug Resistance, Fungal"
C1113661,orga,brain shape
C1136169,orga,Pathogenicity
C1136181,orga,"Resistance, Natural"
C1183869,orga,Epithelial phenotype
C1254472,orga,anatomic variant
C1317145,orga,Bone height
C1450569,orga,Organ Size
C1510828,orga,Age-Months
C1562749,orga,Cell feature
C1565449,orga,Organ Volume
C1706211,orga,Charge (electrical)
C1955827,orga,Methicillin-Resistant
C2009910,orga,Walking Speed
C2362326,orga,Sexual Health
C2607857,orga,Physical performance
C2826216,orga,Spawning
C3656665,orga,Body fat mass
C3661526,orga,Genogroup
C3687582,orga,Produces milk for human food
C4042916,orga,Genetic Background
C4086242,orga,Disease Phenotype
C4289003,orga,HLA-KIR Compound Genotype
C4505323,orga,Clinical Deterioration
C4698296,orga,Genotype 1
C4698297,orga,Genotype 2
C4698298,orga,Genotype 3
C4704918,orga,Abiotic Stress
C4704957,orga,Microbial Community Structure
C4740641,orga,Low-level resistance
C4740643,orga,High-level resistance
C5206618,orga,Somatic Hypermutation
