cui,type,name
C0001272,celf,Action Potentials
C0003272,celf,Antibody-Dependent Cellular Cytotoxicity
C0004391,celf,Autophagy
C0004462,celf,Axonal Transport
C0007577,celf,Cell Adhesion
C0007580,celf,Cell Aggregation
C0007581,celf,Cellular Senescence
C0007582,celf,Cell Communication
C0007586,celf,Cell Cycle
C0007587,celf,Cell Death
C0007588,celf,Cell Degranulation
C0007589,celf,Cell Differentiation process
C0007590,celf,Cell division
C0007591,celf,Cell division phases
C0007595,celf,Cell Growth
C0007598,celf,Cell Hypoxia
C0007605,celf,Cell Membrane Permeability
C0007608,celf,cell motility
C0007613,celf,Cell physiology
C0007620,celf,Cell Survival
C0008018,celf,Chemotaxis
C0008019,celf,"Chemotaxis, Leukocyte"
C0009835,celf,Contact Inhibition
C0010813,celf,Cytokinesis
C0010864,celf,Immunologic Cytotoxicity
C0014139,celf,Endocytosis
C0014774,celf,Erythrocyte Deformability
C0015283,celf,Exocytosis
C0016243,celf,flocculation
C0018899,celf,Hemadsorption
C0019595,celf,Histamine Release
C0020987,celf,Immunocompetence
C0021798,celf,Interphase
C0024262,celf,Lymphocyte Activation
C0024426,celf,Macrophage Activation
C0025186,celf,Meiosis
C0025251,celf,Membrane Potentials
C0026255,celf,Mitosis
C0027644,celf,"Neoplasm Regression, Spontaneous"
C0027756,celf,Nerve Regeneration
C0027793,celf,Synaptic Transmission
C0031308,celf,Phagocytosis
C0031945,celf,Pinocytosis
C0032174,celf,"Platelet adhesion, function"
C0032175,celf,Platelet Adhesiveness
C0032176,celf,Platelet aggregation
C0033462,celf,Prophage Induction
C0037083,celf,Signal Transduction
C0037841,celf,Sperm Capacitation
C0037848,celf,Sperm Motility
C0037864,celf,Spermatogenesis
C0040682,celf,cell transformation
C0042774,celf,Virus Replication
C0079395,celf,G1 Phase
C0079396,celf,G2 Phase
C0085416,celf,Respiratory Burst
C0162585,celf,Ion Transport
C0162638,celf,Apoptosis
C0162765,celf,Isoprenylation
C0178666,celf,glucose transport
C0178766,celf,neuronal transport
C0206120,celf,Clonal Anergy
C0206430,celf,Antigen Processing
C0206431,celf,Antigen Presentation
C0221145,celf,Thrombopoiesis
C0230871,celf,Mitochondrial Fission
C0231551,celf,Osteoblast function
C0232976,celf,Spermiogenesis
C0234091,celf,Axonal conduction
C0234093,celf,Saltatory conduction
C0234573,celf,Axon function
C0234682,celf,Light absorption
C0277921,celf,Diapedesis
C0282067,celf,Axoplasmic Flow
C0282583,celf,Bacterial Translocation
C0282636,celf,Cell Respiration
C0301893,celf,Immune adherence
C0301894,celf,Lympholysis
C0301896,celf,Cell-Mediated Cytolysis
C0301899,celf,Immune phagocytosis
C0302109,celf,Leukocytic phagocytosis
C0302122,celf,Leukocytic migration
C0302167,celf,Cap formation (cell function)
C0311434,celf,Cell membrane potential
C0312860,celf,"Neutrophil migration, function"
C0312861,celf,Neutrophil chemotaxis
C0312862,celf,Lymphocyte chemotaxis
C0333904,celf,Karyopyknosis
C0333928,celf,Stain reaction
C0333936,celf,Metachromatic stain reaction
C0334220,celf,Remyelination
C0376451,celf,Light Signal Transduction
C0392710,celf,Megakaryocytic maturation
C0522313,celf,Increased megakaryocyte production
C0524475,celf,Spike Potentials
C0525010,celf,Autocrine Communication
C0525011,celf,Paracrine Communication
C0544888,celf,Mitotic arrest
C0596078,celf,amino acid transport
C0596144,celf,auxotrophy
C0596233,celf,release of sequestered calcium ion into cytoplasm
C0596286,celf,Cell Growth Regulation
C0596290,celf,Cell Proliferation
C0596564,celf,fatty acid transport
C0596846,celf,Lipid Transport
C0596873,celf,lymphocyte proliferation
C0596897,celf,membrane activity
C0596898,celf,membrane biogenesis
C0596991,celf,myelination
C0596997,celf,Myogenesis
C0597056,celf,neuronal guidance
C0597063,celf,neurotransmitter metabolic process
C0597064,celf,neurotransmitter transport
C0597361,celf,Receptor Mediated Endocytosis
C0597601,celf,Transcytosis
C0598084,celf,cell assembly
C0598087,celf,Cell Dedifferentiation
C0598104,celf,tissue respiration
C0598501,celf,Chromosome Pairing
C0598719,celf,organelle movement
C0598720,celf,RNA Transport
C0598773,celf,leukocyte proliferation
C0598838,celf,membrane assembly
C0598843,celf,afterpotential
C0598948,celf,axonal guidance
C0598949,celf,axonal sprouting
C0598951,celf,axonal flow
C0598952,celf,anterograde transport
C0598953,celf,retrograde transport
C0598954,celf,fast axonal transport
C0598956,celf,slow axonal transport
C0598958,celf,Neuroprotection
C0598964,celf,neurotransmitter release
C0599282,celf,receptor recycling
C0599702,celf,reuptake
C0599733,celf,cell killing
C0599813,celf,Intracellular translocation
C0599814,celf,Intracellular Transport
C0599830,celf,membrane flux
C0599893,celf,Protein translocation
C0599894,celf,cellular targeting
C0599895,celf,protein transport
C0599896,celf,trafficking
C0599952,celf,modulation by virus of host morphology or physiology
C0600429,celf,Calcium Spikes
C0600430,celf,Calcium Waves
C0600431,celf,Calcium Signaling
C0600485,celf,Acrosome Reaction
C0678836,celf,cell recognition
C0678837,celf,cell electrophysiology
C0678838,celf,threshold potential
C0678839,celf,refractory period
C0678842,celf,chemical cell signaling
C0678850,celf,mitochondrial biology
C0678851,celf,mitochondrial transport
C0683144,celf,exocrine secretion
C0746885,celf,neutrophilic
C0814021,celf,cell life cycle
C0815089,celf,Cell development
C0872070,celf,nucleocytoplasmic transport
C0872097,celf,Anoikis
C0872250,celf,protein distribution
C0887826,celf,Vesicular Protein Transport
C0887837,celf,Protein Sorting
C0887839,celf,Nuclear Import
C0887840,celf,Nuclear Export
C0920440,celf,cilium motility
C0949629,celf,Bystander Effect
C0949631,celf,Bystander Suppression
C1095048,celf,Pachytene Stage
C1136143,celf,Leukocyte Rolling
C1153198,celf,antiporter activity
C1153347,celf,symporter activity
C1154393,celf,leukocyte cell-cell adhesion
C1154394,celf,neuron cell-cell adhesion
C1154413,celf,Intercellular Communication Process
C1154417,celf,growth hormone secretion
C1154419,celf,vasopressin secretion
C1154429,celf,neuromuscular synaptic transmission
C1154471,celf,synaptic vesicle exocytosis
C1154474,celf,synaptic vesicle fusion
C1154580,celf,chemokinesis
C1154585,celf,detection of chemical stimulus
C1154586,celf,sensory perception of chemical stimulus
C1154599,celf,quorum sensing
C1154615,celf,detection of nutrient
C1154692,celf,amiloride transport
C1154975,celf,uv protection
C1155000,celf,Immune Cell Activation Process
C1155001,celf,basophil activation
C1155002,celf,endothelial cell activation
C1155003,celf,B-Cell Activation
C1155008,celf,B Cell Proliferation
C1155013,celf,T cell differentiation
C1155041,celf,regulatory T cell differentiation
C1155042,celf,T-helper cell differentiation
C1155043,celf,T-helper 1 cell differentiation
C1155046,celf,T-Cell Proliferation
C1155064,celf,NK Cell Activation
C1155065,celf,T-Cell Activation
C1155074,celf,mast cell activation
C1155075,celf,monocyte activation
C1155076,celf,cellular defense response
C1155080,celf,T-helper 1 type immune response
C1155229,celf,Humoral immune response
C1155251,celf,B cell mediated immunity
C1155263,celf,T-helper 2 type immune response
C1155267,celf,cellular extravasation
C1155336,celf,stringent response
C1155342,celf,cellular response to unfolded protein
C1155353,celf,energy taxis
C1155356,celf,gravitaxis
C1155604,celf,macroautophagy
C1155631,celf,Chromosome Condensation
C1155633,celf,sister chromatid cohesion
C1155676,celf,mitotic spindle assembly
C1155691,celf,endomitotic cell cycle
C1155692,celf,Asymmetric Cell Division
C1155711,celf,Stem Cell Self-Renewal
C1155728,celf,APC activation
C1155748,celf,Mitotic Checkpoints
C1155750,celf,Mitotic Spindle Checkpoints
C1155766,celf,centrosome cycle
C1155767,celf,centriole replication
C1155781,celf,spindle assembly
C1155789,celf,nuclear division
C1155792,celf,Meiotic Recombination
C1155808,celf,male meiosis
C1155818,celf,Meiotic Prophase I
C1155821,celf,leptotene
C1155826,celf,pachytene
C1155828,celf,synaptonemal complex assembly
C1155839,celf,Mitotic Cell Cycle
C1155871,celf,nuclear migration
C1155872,celf,Cell Cycle Control
C1155873,celf,Cell Cycle Arrest
C1155874,celf,Cell Cycle Checkpoints
C1155876,celf,DNA replication checkpoint
C1155883,celf,schizogony
C1155900,celf,oocyte growth
C1155939,celf,cellular component organization
C1155942,celf,pilus assembly
C1155944,celf,intraciliary transport
C1155948,celf,cell projection assembly
C1155949,celf,lamellipodium assembly
C1155951,celf,microvillus biogenesis
C1155958,celf,gap junction assembly
C1155963,celf,organelle organization
C1155964,celf,cytoskeleton organization
C1155968,celf,actin filament organization
C1155974,celf,actin modification
C1155980,celf,actin filament depolymerization
C1155982,celf,actin filament polymerization
C1156002,celf,establishment of cell polarity
C1156019,celf,microtubule cytoskeleton organization
C1156031,celf,Microtubule Depolymerization Process
C1156032,celf,Microtubule Polymerization Process
C1156035,celf,anterograde axonal transport
C1156037,celf,retrograde axonal transport
C1156042,celf,endosome transport
C1156058,celf,Golgi organization
C1156062,celf,lysosomal lumen acidification
C1156063,celf,lysosomal transport
C1156066,celf,mitochondrion organization
C1156067,celf,Mitochondrial Fusion
C1156072,celf,cristae formation
C1156086,celf,Pexophagy
C1156089,celf,peroxisome inheritance
C1156090,celf,peroxisome membrane biogenesis
C1156098,celf,plasma membrane organization
C1156108,celf,phospholipid translocation
C1156126,celf,vacuole organization
C1156129,celf,vacuolar transport
C1156132,celf,vacuolar acidification
C1156135,celf,"vacuole fusion, non-autophagic"
C1156140,celf,ribosome biogenesis
C1156141,celf,ribosome assembly
C1156160,celf,cell wall biogenesis
C1156170,celf,plant-type secondary cell wall biogenesis
C1156182,celf,membrane disassembly
C1156185,celf,nucleus organization
C1156192,celf,nucleosome positioning
C1156237,celf,Stimulation of Cell Proliferation
C1156238,celf,cell morphogenesis
C1156243,celf,colony morphology
C1156246,celf,filamentous growth
C1156247,celf,hyphal growth
C1156258,celf,cellular glucose homeostasis
C1156272,celf,copper homeostasis
C1156273,celf,iron ion homeostasis
C1156277,celf,zinc homeostasis
C1156283,celf,regulation of cellular pH
C1156287,celf,cell redox homeostasis
C1156292,celf,negative regulation of cell volume
C1156309,celf,syncytium formation by plasma membrane fusion
C1156310,celf,induction by virus of host cell-cell fusion
C1157569,celf,viral translation
C1157855,celf,cell wall macromolecule catabolic process
C1158693,celf,RNA localization
C1158715,celf,RNA export from nucleus
C1158716,celf,mRNA export from nucleus
C1158916,celf,endocytic hemoglobin import
C1158950,celf,establishment of protein localization
C1159314,celf,viral protein processing
C1159339,celf,Protein Secretion
C1159342,celf,Secretory Pathway
C1159343,celf,constitutive secretory pathway
C1159360,celf,cisternal progression
C1159383,celf,protein export from nucleus
C1159387,celf,protein import into nucleus
C1159455,celf,syncytium formation
C1159464,celf,monoamine transport
C1159504,celf,neutral amino acid transport
C1159514,celf,sucrose transport
C1159525,celf,galactose transport
C1159527,celf,glucose uptake
C1159563,celf,Cytoplasmic transport
C1159568,celf,extracellular transport
C1159569,celf,fluid transport
C1159571,celf,water transport
C1159572,celf,gas transport
C1159576,celf,proton transport
C1159585,celf,anion transport
C1159589,celf,bicarbonate transport
C1159591,celf,chloride transport
C1159597,celf,nitrate transport
C1159599,celf,phosphate ion transport
C1159620,celf,bile acid transport
C1159622,celf,bilirubin transport
C1159626,celf,lactate transport
C1159637,celf,taurine transport
C1159649,celf,urate transport
C1159655,celf,calcium ion transport
