cui,type,name
C0000781,emst,Aborted Fetus (structure)
C0002084,emst,Structure of allantois
C0002630,emst,Structure of amnion
C0005705,emst,Embryo stage 3 structure
C0005709,emst,Blastoderm
C0008046,emst,Chick Embryo
C0008503,emst,Chorion
C0008508,emst,Chorionic villi
C0013574,emst,Ectoderm
C0013702,emst,Egg Shell
C0013935,emst,Embryo
C0014032,emst,Enamel Organ
C0014144,emst,Endoderm
C0015935,emst,Fetal Heart
C0015943,emst,Fetal Membranes
C0015965,emst,Fetus
C0017199,emst,Gastrula
C0017472,emst,Germ Layers
C0025485,emst,Mesoderm
C0025492,emst,Mesonephric structure
C0027789,emst,Neural Crest
C0032043,emst,Placenta
C0041178,emst,trophoblast
C0041632,emst,Structure of umbilical artery
C0041633,emst,Umbilical cord structure
C0041637,emst,Umbilical vein
C0042894,emst,Vitelline Membrane
C0043425,emst,Yolk Sac
C0043544,emst,Structure of zygote
C0162415,emst,Mesenchyma
C0178551,emst,chorioallantoic membrane
C0230960,emst,Structure of cytotrophoblast
C0230984,emst,Structure of placental membrane
C0230987,emst,Structure of Wharton's jelly
C0230999,emst,embryo and fetus
C0231024,emst,Neural tube
C0231048,emst,Pronephric structure
C0231049,emst,Metanephric structure
C0231054,emst,Proctodeum
C0231057,emst,Urogenital sinus
C0231085,emst,Cardinal vein
C0231106,emst,Optic vesicle
C0231117,emst,Fetal head
C0231131,emst,Fetal bones
C0282505,emst,Limb Buds
C0440731,emst,Fetal brain
C0553522,emst,Placenta and umbilical cord
C0687098,emst,Structure of fetal vertebral column
C0814993,emst,Neural Fold
C0815005,emst,radial glia
C0868971,emst,Human embryo
C0920487,emst,embryo cell
C0920494,emst,embryo membrane
C0920502,emst,Embryonic tissue
C0920514,emst,fetus cell
C1135936,emst,Syncytiotrophoblasts
C1136028,emst,Non - mammalian blastula
C1268513,emst,Entire embryo stage 2
C1281486,emst,Blastocytes
C1281491,emst,Structure of embryo stage 8
C1281743,emst,Blastocyst structure
C1281786,emst,Entire blastocyst
C1283966,emst,Lung bud
C1283994,emst,Inner cell mass
C1283999,emst,Primitive node
C1284058,emst,Ureteric bud
C1284059,emst,Metanephric blastema
C1305370,emst,Entire embryo
C1456769,emst,tunica vasculosa lentis
C1511061,emst,Basal Plate
C1511224,emst,Blood Island
C1512243,emst,Gonadal ridge
C1514441,emst,Primordial follicles
C1515087,emst,Surface ectoderm
C1516779,emst,Conceptus
C1516821,emst,Embryonic heart
C1516825,emst,Embryonic nervous system
C1516906,emst,Epiblast
C1517161,emst,Fetal Kidney
C1517162,emst,Fetal Liver
C1517163,emst,Fetal Lung
C1517166,emst,Fetal Spleen
C1760003,emst,Fetal part
C1947950,emst,Embryonic Cell
C1955872,emst,Blastodisc
C1956416,emst,"Embryo, Mammalian"
C2330716,emst,Villous trophoblast
C2335060,emst,Intermediate trophoblast
C2335680,emst,Fetal organ
C3826587,emst,Chickens--Embryos
C4241129,emst,Nasal placode
C4242395,emst,Fetal epithelium
C4243022,emst,Embryonic brain
C4243024,emst,Fetal spinal cord
C4243028,emst,Fetal telencephalon
C4244154,emst,Embryonic organ
C4247535,emst,Fetal mesenchyme
C4248751,emst,Developmental cell
C4249178,emst,Primary germ layer
C4321854,emst,Embryonic muscle
C4555293,emst,Early fetus
