cui,type,name
C0000773,inpo,"Abnormalities, Radiation-Induced"
C0000921,inpo,Accidental Falls
C0000925,inpo,Incised wound
C0000932,inpo,Traffic accidents
C0002694,inpo,"Amputation, Traumatic"
C0003044,inpo,Animal bite
C0003782,inpo,Argyria
C0003794,inpo,Arm Injuries
C0004052,inpo,Respiratory Aspiration of Gastric Contents
C0004060,inpo,Poisoning by aspirin
C0004063,inpo,Assault
C0004161,inpo,Athletic Injuries
C0004760,inpo,Dysbarism
C0005138,inpo,Berylliosis
C0005604,inpo,Birth Injuries
C0005658,inpo,bite injury
C0005660,inpo,Human Bite
C0005700,inpo,Blast Injuries
C0006057,inpo,Botulism
C0006107,inpo,Brain Concussion
C0006434,inpo,Burn injury
C0006435,inpo,Chemical Burns
C0006437,inpo,"Burns, Inhalation"
C0006635,inpo,Cadmium poisoning
C0007020,inpo,Carbon Monoxide Poisoning
C0009353,inpo,Colles' Fracture
C0009938,inpo,Contusions
C0010032,inpo,Corneal Abrasions
C0010957,inpo,Tissue damage
C0012254,inpo,Digitalis Toxicity
C0012691,inpo,Dislocations
C0013142,inpo,Drowning
C0013221,inpo,Drug toxicity
C0013781,inpo,Shock from electric current
C0014412,inpo,Environmental Exposure
C0014714,inpo,Ergotism
C0015256,inpo,Excoriation
C0015395,inpo,Eye Burns
C0015408,inpo,Eye Injuries
C0015409,inpo,"Eye Injuries, Penetrating"
C0015459,inpo,Facial Injuries
C0015802,inpo,Femoral Fractures
C0015806,inpo,Femoral Neck Fractures
C0016196,inpo,Flail Chest
C0016325,inpo,Fluoride Poisoning
C0016479,inpo,Food Poisoning
C0016542,inpo,Foreign Bodies
C0016655,inpo,"Fractures, Multiple"
C0016658,inpo,Fracture
C0016659,inpo,"Fractures, Closed"
C0016662,inpo,"Fractures, Open"
C0016664,inpo,Stress Fractures
C0016736,inpo,Frostbite
C0018571,inpo,Hand Injuries
C0018674,inpo,Craniocerebral Trauma
C0018781,inpo,Noise-induced hearing loss
C0018805,inpo,Heart Injuries
C0018839,inpo,Heat Exhaustion
C0018843,inpo,Heat Stroke
C0019193,inpo,"Hepatitis, Toxic"
C0019554,inpo,Hip Dislocation
C0019557,inpo,Hip Fractures
C0021564,inpo,Insect Bites
C0022744,inpo,Knee Injuries
C0023119,inpo,Lathyrism
C0023176,inpo,Lead Poisoning
C0023220,inpo,Leg Injuries
C0023702,inpo,Lightning Injuries
C0024692,inpo,Mandibular Fractures
C0024961,inpo,Maxillofacial Injuries
C0025427,inpo,Mercury Poisoning
C0026771,inpo,Multiple Trauma
C0026865,inpo,Mushroom Poisoning
C0026953,inpo,Mycotoxicosis
C0027516,inpo,Near Drowning
C0027531,inpo,Neck Injuries
C0028798,inpo,Occupational Exposure
C0029944,inpo,Drug Overdose
C0030690,inpo,patient fall
C0032343,inpo,Poisoning
C0033119,inpo,Puncture wound
C0034055,inpo,Pulmonary barotrauma
C0034530,inpo,Radiation injury
C0034561,inpo,Radiation-Induced Dermatitis
C0035126,inpo,Reperfusion Injury
C0035522,inpo,Rib Fractures
C0035955,inpo,Traumatic Rupture
C0036114,inpo,Salmonella food poisoning
C0036601,inpo,Self Mutilation
C0037304,inpo,Skull Fractures
C0037367,inpo,Smoke Inhalation Injury
C0037379,inpo,Snake Bites
C0037578,inpo,Soft Tissue Injuries
C0037929,inpo,Spinal Cord Injuries
C0037937,inpo,Spinal Injuries
C0038000,inpo,Splenic Rupture
C0038045,inpo,Sprain
C0038340,inpo,Sting Injury
C0038561,inpo,Submersion
C0038663,inpo,Suicide attempt
C0038814,inpo,Sunburn
C0039504,inpo,Tendon Injuries
C0039980,inpo,Thoracic Injuries
C0040185,inpo,Tibial Fractures
C0040441,inpo,Tooth Fractures
C0040533,inpo,Toxic effect of venom
C0041601,inpo,Ulna Fractures
C0042255,inpo,Injury of vagina
C0043145,inpo,Whiplash Injuries
C0043242,inpo,Superficial abrasion
C0043246,inpo,Laceration
C0043250,inpo,Injury wounds
C0043251,inpo,Wounds and Injuries
C0043252,inpo,Gunshot wound
C0043253,inpo,Nonpenetrating Wounds
C0043254,inpo,"Wounds, Penetrating"
C0043255,inpo,"Wounds, Stab"
C0079626,inpo,Insect Sting
C0080179,inpo,Spinal Fractures
C0080194,inpo,Muscle strain
C0085094,inpo,Closed head injuries
C0085111,inpo,Ankle Injuries
C0085178,inpo,Needlestick Injuries
C0085742,inpo,"Injuries, Acute Brain"
C0086626,inpo,Minamata Disease
C0149504,inpo,"Encephalopathy, Toxic"
C0149531,inpo,Fracture of pelvis
